wikidata_id,common_name,scientific_name,wikipedia_title,source_url,mass_kg,lifespan_yr,gestation_days,litter_size,max_speed_mph,conservation_status,pageviews_30d,image_url,image_file_page,image_license,image_attribution
Q557468,Pteropus pselaphon,Pteropus pselaphon,Bonin flying fox,https://en.wikipedia.org/wiki/Bonin_flying_fox,,,,,,Endangered,745,https://upload.wikimedia.org/wikipedia/commons/5/5e/Pteropus_pselaphon_naturalist67279.jpg,https://commons.wikimedia.org/wiki/File%3APteropus_pselaphon_naturalist67279.jpg,CC0,松井 淳（naturalist67279） / CC0
Q1763056,Clarke's vole,Microtus clarkei,Clarke's vole,https://en.wikipedia.org/wiki/Clarke's_vole,,,,,,Least Concern,40,https://upload.wikimedia.org/wikipedia/commons/3/3a/Lemming_%281%29.jpg,https://commons.wikimedia.org/wiki/File%3ALemming_%281%29.jpg,Public domain,"<a href=""//commons.wikimedia.org/wiki/User:Argus_fin"" title=""User:Argus fin"">Argus fin</a>. Cropped by <a href=""https://en.wikipedia.org/wiki/User:Essjay"" class=""extiw"" title=""en:User:Essjay"">Essjay</a> at <a class=""external text"" href=""https://en.wikipedia.org"">en.wikipedia</a>. / Public domain"
Q1140418,Southern muriqui,Brachyteles arachnoides,Southern muriqui,https://en.wikipedia.org/wiki/Southern_muriqui,,,,,,Critically Endangered,573,https://upload.wikimedia.org/wikipedia/commons/e/ec/Brachyteles_arachnoides_1.jpg,https://commons.wikimedia.org/wiki/File%3ABrachyteles_arachnoides_1.jpg,CC BY 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/leonardo_desordi/"">Leonardo Desordi Lobo</a> / CC BY 2.0"
Q210088,Striped possum,Dactylopsila trivirgata,Striped possum,https://en.wikipedia.org/wiki/Striped_possum,,,,,,Least Concern,894,https://upload.wikimedia.org/wikipedia/commons/c/ce/Striped_Possum_on_bananas_edited.jpg,https://commons.wikimedia.org/wiki/File%3AStriped_Possum_on_bananas_edited.jpg,CC BY-SA 3.0,Jacqui Rock / CC BY-SA 3.0
Q184224,brown rat,Rattus norvegicus,Brown rat,https://en.wikipedia.org/wiki/Brown_rat,,,,,,Least Concern,20275,https://upload.wikimedia.org/wikipedia/commons/d/d3/Rattus_norvegicus_-_Brown_rat_02.jpg,https://commons.wikimedia.org/wiki/File%3ARattus_norvegicus_-_Brown_rat_02.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Zcebeci"" title=""User:Zcebeci"">Zeynel Cebeci</a> / CC BY-SA 4.0"
Q1765159,Petinomys mindanensis,Petinomys mindanensis,Mindanao flying squirrel,https://en.wikipedia.org/wiki/Mindanao_flying_squirrel,,,,,,Least Concern,88,https://upload.wikimedia.org/wikipedia/commons/6/62/Sciurus_carolinensis.jpg,https://commons.wikimedia.org/wiki/File%3ASciurus_carolinensis.jpg,Public domain,Public domain
Q720567,Guadalcanal monkey-faced bat,Pteralopex atrata,Guadalcanal monkey-faced bat,https://en.wikipedia.org/wiki/Guadalcanal_monkey-faced_bat,,,,,,Endangered,115,https://upload.wikimedia.org/wikipedia/commons/7/7f/Pteralopex_atrata_Proceedings_Smit_3.jpg,https://commons.wikimedia.org/wiki/File%3APteralopex_atrata_Proceedings_Smit_3.jpg,Public domain,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Joseph_Smit"" class=""extiw"" title=""w:en:Joseph Smit""><span title=""Dutch natural history illustrator (1836-1929)"">Joseph Smit</span></a></bdi> / Public domain"
Q29220,Sumatran rhinoceros,Dicerorhinus sumatrensis,Sumatran rhinoceros,https://en.wikipedia.org/wiki/Sumatran_rhinoceros,,,400.0,,,Critically Endangered,10607,https://upload.wikimedia.org/wikipedia/commons/c/c0/Sumatran_Rhinoceros_at_Sumatran_Rhino_Sanctuary_Lampung_Indonesia_2013.JPG,https://commons.wikimedia.org/wiki/File%3ASumatran_Rhinoceros_at_Sumatran_Rhino_Sanctuary_Lampung_Indonesia_2013.JPG,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:26Isabella"" title=""User:26Isabella"">26Isabella</a> / CC BY-SA 3.0"
Q742402,black-capped marmot,Marmota camtschatica,Black-capped marmot,https://en.wikipedia.org/wiki/Black-capped_marmot,,,,,,Least Concern,284,https://upload.wikimedia.org/wikipedia/commons/a/a9/%D0%A1%D1%83%D1%80%D0%BE%D0%BA_%D1%87%D0%B5%D1%80%D0%BD%D0%BE%D1%88%D0%B0%D0%BF%D0%BE%D1%87%D0%BD%D1%8B%D0%B9_%28%D0%BA%D0%B0%D0%BC%D1%87%D0%B0%D1%82%D1%81%D0%BA%D0%B8%D0%B9%29.jpg,https://commons.wikimedia.org/wiki/File%3A%D0%A1%D1%83%D1%80%D0%BE%D0%BA_%D1%87%D0%B5%D1%80%D0%BD%D0%BE%D1%88%D0%B0%D0%BF%D0%BE%D1%87%D0%BD%D1%8B%D0%B9_%28%D0%BA%D0%B0%D0%BC%D1%87%D0%B0%D1%82%D1%81%D0%BA%D0%B8%D0%B9%29.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:NadezhdaKhaustova&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:NadezhdaKhaustova (page does not exist)"">NadezhdaKhaustova</a> / CC BY-SA 4.0"
Q735222,Grant's gazelle,Nanger granti,Grant's gazelle,https://en.wikipedia.org/wiki/Grant's_gazelle,,,182.625,,,Least Concern,1749,https://upload.wikimedia.org/wikipedia/commons/f/f7/Ngorongoro_Grant-Gazelle.jpg,https://commons.wikimedia.org/wiki/File%3ANgorongoro_Grant-Gazelle.jpg,GFDL 1.2,"<a href=""//commons.wikimedia.org/wiki/User:Ikiwaner"" title=""User:Ikiwaner"">Ikiwaner</a> / GFDL 1.2"
Q2470083,Plecotus turkmenicus,Plecotus turkmenicus,Turkmen long-eared bat,https://en.wikipedia.org/wiki/Turkmen_long-eared_bat,,,,,,Least Concern,54,https://upload.wikimedia.org/wikipedia/commons/5/59/Pipistrellus_flight2.jpg,https://commons.wikimedia.org/wiki/File%3APipistrellus_flight2.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Barracuda1983&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Barracuda1983 (page does not exist)"">Barracuda1983</a> / CC BY-SA 3.0"
Q1763048,Yucatan Deer Mouse,Peromyscus yucatanicus,Yucatan deer mouse,https://en.wikipedia.org/wiki/Yucatan_deer_mouse,,,,,,Least Concern,67,https://upload.wikimedia.org/wikipedia/commons/8/89/Yucat%C3%A1n_Deer_Mouse%2C_Cenotillo%2C_MX-YU%2C_MX_imported_from_iNaturalist_photo_104753059.jpg,https://commons.wikimedia.org/wiki/File%3AYucat%C3%A1n_Deer_Mouse%2C_Cenotillo%2C_MX-YU%2C_MX_imported_from_iNaturalist_photo_104753059.jpg,CC BY-SA 4.0,"(c) Juan Cruzado Cortés, some rights reserved (CC BY-SA) / CC BY-SA 4.0"
Q618582,Yucatan Yellow Bat,Rhogeessa aeneus,Yucatan yellow bat,https://en.wikipedia.org/wiki/Yucatan_yellow_bat,,,,,,Least Concern,85,https://upload.wikimedia.org/wikipedia/commons/7/7c/Rhogeessa_aeneus.jpg,https://commons.wikimedia.org/wiki/File%3ARhogeessa_aeneus.jpg,CC BY-SA 3.0,"Alex Borisenko, Biodiversity Institute of Ontario / CC BY-SA 3.0"
Q664522,Pale shrew tenrec,Microgale fotsifotsy,Pale shrew tenrec,https://en.wikipedia.org/wiki/Pale_shrew_tenrec,,,,,,Least Concern,88,https://upload.wikimedia.org/wikipedia/commons/0/01/Kleiner-igeltanrek-a.jpg,https://commons.wikimedia.org/wiki/File%3AKleiner-igeltanrek-a.jpg,CC BY-SA 2.0 de,"<a href=""https://de.wikipedia.org/wiki/User:Wilfried_Berns"" class=""extiw"" title=""de:User:Wilfried Berns"">Wilfried Berns</a> www.Tierdoku.com / CC BY-SA 2.0 de"
Q747610,West African potto,Perodicticus potto,West African potto,https://en.wikipedia.org/wiki/West_African_potto,,,,,,Near Threatened,308,https://upload.wikimedia.org/wikipedia/commons/3/35/West_African_potto_%28Perodicticus_potto%29_Ankasa.jpg,https://commons.wikimedia.org/wiki/File%3AWest_African_potto_%28Perodicticus_potto%29_Ankasa.jpg,CC BY-SA 4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q54800218"" class=""extiw"" title=""d:Q54800218""><span title=""Scottish wildlife photographer"">Charles J. Sharp</span></a></bdi> / CC BY-SA 4.0"
Q2700430,Ryukyu tube-nosed bat,Murina ryukyuana,Ryukyu tube-nosed bat,https://en.wikipedia.org/wiki/Ryukyu_tube-nosed_bat,,,,,,Endangered,56,https://upload.wikimedia.org/wikipedia/commons/e/e5/Murina_ryukyuana_-_%E3%82%8A%E3%81%AA%E3%81%B9%E3%82%8B_-_460613477.jpeg,https://commons.wikimedia.org/wiki/File%3AMurina_ryukyuana_-_%E3%82%8A%E3%81%AA%E3%81%B9%E3%82%8B_-_460613477.jpeg,CC BY 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/3913461"">りなべる</a> / CC BY 4.0"
Q651814,Cozumel raccoon,Procyon pygmaeus,Cozumel raccoon,https://en.wikipedia.org/wiki/Cozumel_raccoon,,,,,,Critically Endangered,3121,https://upload.wikimedia.org/wikipedia/commons/6/64/Cozumel_Raccoon2.jpg,https://commons.wikimedia.org/wiki/File%3ACozumel_Raccoon2.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Camazine"" title=""User:Camazine"">Camazine</a> / CC BY-SA 3.0"
Q1766150,Savanna Shrew,Crocidura fulvastra,Savanna shrew,https://en.wikipedia.org/wiki/Savanna_shrew,,,,,,Least Concern,70,https://upload.wikimedia.org/wikipedia/commons/4/45/Myosorex_varius.png,https://commons.wikimedia.org/wiki/File%3AMyosorex_varius.png,CC BY 2.0,A. Robers / CC BY 2.0
Q520949,bonnet macaque,Macaca radiata,Bonnet macaque,https://en.wikipedia.org/wiki/Bonnet_macaque,,,,,,Vulnerable,3178,https://upload.wikimedia.org/wikipedia/commons/4/43/Bonnet_macaque_%28Macaca_radiata%29_Photograph_By_Shantanu_Kuveskar.jpg,https://commons.wikimedia.org/wiki/File%3ABonnet_macaque_%28Macaca_radiata%29_Photograph_By_Shantanu_Kuveskar.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Shantanu_Kuveskar"" title=""User:Shantanu Kuveskar"">Shantanu Kuveskar</a> / CC BY-SA 4.0"
Q1830324,Robust yellow bat,Scotophilus robustus,Robust yellow bat,https://en.wikipedia.org/wiki/Robust_yellow_bat,,,,,,Least Concern,38,https://upload.wikimedia.org/wikipedia/commons/9/97/Naturalis_Biodiversity_Center_-_RMNH.MAM.29853.b_ven_-_Scotophilus_robustus_-_skin.jpeg,https://commons.wikimedia.org/wiki/File%3ANaturalis_Biodiversity_Center_-_RMNH.MAM.29853.b_ven_-_Scotophilus_robustus_-_skin.jpeg,CC0,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Naturalis_Biodiversity_Center"" class=""extiw"" title=""w:en:Naturalis Biodiversity Center""><span title=""natural history museum and research center in the Leiden, The Netherlands"">Naturalis Biodiversity Center</span></a>
</bdi> / CC0"
Q308493,Carruther's mountain squirrel,Funisciurus carruthersi,Carruther's mountain squirrel,https://en.wikipedia.org/wiki/Carruther's_mountain_squirrel,,,,,,Least Concern,72,https://upload.wikimedia.org/wikipedia/commons/0/09/Carruthers%27_Mountain_Squirrel%2C_Musanze%2C_Rwanda_imported_from_iNaturalist_photo_398604653.jpg,https://commons.wikimedia.org/wiki/File%3ACarruthers%27_Mountain_Squirrel%2C_Musanze%2C_Rwanda_imported_from_iNaturalist_photo_398604653.jpg,CC0,no rights reserved / CC0
Q81091,Bison bonasus,Bison bonasus,European bison,https://en.wikipedia.org/wiki/European_bison,,,263.0,,,Near Threatened,21590,https://upload.wikimedia.org/wikipedia/commons/5/59/European_bison_%28Bison_bonasus%29_male_Bia%C5%82owieza.jpg,https://commons.wikimedia.org/wiki/File%3AEuropean_bison_%28Bison_bonasus%29_male_Bia%C5%82owieza.jpg,CC BY-SA 4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q54800218"" class=""extiw"" title=""d:Q54800218""><span title=""Scottish wildlife photographer"">Charles J. Sharp</span></a></bdi> / CC BY-SA 4.0"
Q34706,leopard,Panthera pardus,Leopard,https://en.wikipedia.org/wiki/Leopard,,,91.0,5.0,,Vulnerable,69947,https://upload.wikimedia.org/wikipedia/commons/7/70/African_leopard_male_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File%3AAfrican_leopard_male_%28cropped%29.jpg,CC BY-SA 4.0,Sumeet Moghe / CC BY-SA 4.0
Q477192,True's beaked whale,Mesoplodon mirus,True's beaked whale,https://en.wikipedia.org/wiki/True's_beaked_whale,,,,,,Least Concern,585,https://upload.wikimedia.org/wikipedia/commons/1/14/The_True%27s_beaked_whale_photographed_underwater.jpg,https://commons.wikimedia.org/wiki/File%3AThe_True%27s_beaked_whale_photographed_underwater.jpg,CC BY 4.0,"<p>Image Credit: Roland Edler.
</p>
Figure from article: Aguilar de Soto N, Martín V, Silva M, Edler R, Reyes C, Carrillo M, Schiavi A, Morales T, García-Ovide B, Sanchez-Mora A, Garcia-Tavero N, Steiner L, Scheer M, Gockel R, Walker D, Villa E, Szlama P, Eriksson IK, Tejedor M, Perez-Gil M, Quaresma J, Bachara W, Carroll E. (2017) True’s beaked whale (Mesoplodon mirus) in Macaronesia. PeerJ 5:e3059 <a rel=""nofollow"" class=""external free"" href=""https://doi.org/10.7717/peerj.3059"">https://doi.org/10.7717/peerj.3059</a> / CC BY 4.0"
Q107054796,Lagothrix lagothricha,Lagothrix lagothricha,Common woolly monkey,https://en.wikipedia.org/wiki/Common_woolly_monkey,,,,,,Vulnerable,692,https://upload.wikimedia.org/wikipedia/commons/2/22/Lagothrix_lagotricha_%28male%29.jpg,https://commons.wikimedia.org/wiki/File%3ALagothrix_lagotricha_%28male%29.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Biopics"" title=""User:Biopics"">Hans Hillewaert</a> / CC BY-SA 3.0"
Q287967,Hipposideros cineraceus,Hipposideros cineraceus,Ashy roundleaf bat,https://en.wikipedia.org/wiki/Ashy_roundleaf_bat,,,,,,Least Concern,74,https://upload.wikimedia.org/wikipedia/commons/e/e6/Hipposideros_cineraceus.jpg,https://commons.wikimedia.org/wiki/File%3AHipposideros_cineraceus.jpg,CC0,Naturalis Biodiversity Center / CC0
Q159426,narwhal,Monodon monoceros,Narwhal,https://en.wikipedia.org/wiki/Narwhal,80.0,,365.25,1.0,,Least Concern,64948,https://upload.wikimedia.org/wikipedia/commons/b/bc/%D0%9D%D0%B0%D1%80%D0%B2%D0%B0%D0%BB_%D0%B2_%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%90%D1%80%D0%BA%D1%82%D0%B8%D0%BA%D0%B5.jpg,https://commons.wikimedia.org/wiki/File%3A%D0%9D%D0%B0%D1%80%D0%B2%D0%B0%D0%BB_%D0%B2_%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B9_%D0%90%D1%80%D0%BA%D1%82%D0%B8%D0%BA%D0%B5.jpg,CC BY-SA 4.0,"пресс-служба ПАО ""Газпром нефть"" / CC BY-SA 4.0"
Q1762841,Darién small-eared shrew,Cryptotis mera,Darién small-eared shrew,https://en.wikipedia.org/wiki/Dari%C3%A9n_small-eared_shrew,,,,,,Endangered,42,https://upload.wikimedia.org/wikipedia/commons/f/fe/BairdShrew23.jpg,https://commons.wikimedia.org/wiki/File%3ABairdShrew23.jpg,Public domain,Public domain
Q1769485,Voi Shrew,Crocidura voi,Voi shrew,https://en.wikipedia.org/wiki/Voi_shrew,,,,,,Least Concern,69,https://upload.wikimedia.org/wikipedia/commons/4/45/Myosorex_varius.png,https://commons.wikimedia.org/wiki/File%3AMyosorex_varius.png,CC BY 2.0,A. Robers / CC BY 2.0
Q1770482,Peninsular Shrew,Crocidura negligens,Peninsular shrew,https://en.wikipedia.org/wiki/Peninsular_shrew,,,,,,Least Concern,57,https://upload.wikimedia.org/wikipedia/commons/4/45/Myosorex_varius.png,https://commons.wikimedia.org/wiki/File%3AMyosorex_varius.png,CC BY 2.0,A. Robers / CC BY 2.0
Q194606,McIlhenny's four-eyed opossum,Philander mcilhennyi,McIlhenny's four-eyed opossum,https://en.wikipedia.org/wiki/McIlhenny's_four-eyed_opossum,,,,,,Least Concern,70,https://upload.wikimedia.org/wikipedia/commons/a/a1/Kangaroo_%28PSF%29.png,https://commons.wikimedia.org/wiki/File%3AKangaroo_%28PSF%29.png,Public domain,"<a href=""https://en.wikipedia.org/wiki/Pearson_Scott_Foresman"" class=""extiw"" title=""en:Pearson Scott Foresman"">Pearson Scott Foresman</a> / Public domain"
Q1765793,North African White-toothed Shrew,Crocidura pachyura,North African white-toothed shrew,https://en.wikipedia.org/wiki/North_African_white-toothed_shrew,,,,,,Least Concern,67,https://upload.wikimedia.org/wikipedia/commons/6/64/Crocidura_pachuyra_02-cropped.jpg,https://commons.wikimedia.org/wiki/File%3ACrocidura_pachuyra_02-cropped.jpg,CC BY 3.0,"Maurizio Sarà <a rel=""nofollow"" class=""external free"" href=""https://unipa.it/~diba/Sara.htm"">https://unipa.it/~diba/Sara.htm</a> / CC BY 3.0"
Q317393,Bubalus depressicornis,Bubalus depressicornis,Lowland anoa,https://en.wikipedia.org/wiki/Lowland_anoa,,,289.15625,,,Endangered,1293,https://upload.wikimedia.org/wikipedia/commons/8/8b/Anoa_Bubalus_depressicornis_Surabaya_Zoo.jpg,https://commons.wikimedia.org/wiki/File%3AAnoa_Bubalus_depressicornis_Surabaya_Zoo.jpg,CC BY 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Midori"" title=""User:Midori"">Sakurai Midori</a> / CC BY 3.0"
Q1834802,Railer Bat,Mops thersites,Railer bat,https://en.wikipedia.org/wiki/Railer_bat,,,,,,Least Concern,30,https://upload.wikimedia.org/wikipedia/commons/c/c4/Mops_thersites.jpg,https://commons.wikimedia.org/wiki/File%3AMops_thersites.jpg,Public domain,"Allen, J. A., Lang, H., &amp; Chapin, J. P. / Public domain"
Q173128,honey badger,Mellivora capensis,Honey badger,https://en.wikipedia.org/wiki/Honey_badger,12.0,,182.625,,,Least Concern,84442,https://upload.wikimedia.org/wikipedia/commons/4/42/Honey_Badger.jpg,https://commons.wikimedia.org/wiki/File%3AHoney_Badger.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Sumeetmoghe&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Sumeetmoghe (page does not exist)"">Sumeet Moghe</a> / CC BY-SA 4.0"
Q1770323,De Winton's shrew,Chodsigoa hypsibia,De Winton's shrew,https://en.wikipedia.org/wiki/De_Winton's_shrew,,,,,,Least Concern,63,https://upload.wikimedia.org/wikipedia/commons/f/fe/BairdShrew23.jpg,https://commons.wikimedia.org/wiki/File%3ABairdShrew23.jpg,Public domain,Public domain
Q1143192,Mohol bushbaby,Galago moholi,Mohol bushbaby,https://en.wikipedia.org/wiki/Mohol_bushbaby,,,,,,Least Concern,864,https://upload.wikimedia.org/wikipedia/commons/5/51/The_Mohol_bushbaby_%28Galago_moholi%29%2C_crop.jpg,https://commons.wikimedia.org/wiki/File%3AThe_Mohol_bushbaby_%28Galago_moholi%29%2C_crop.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:KunRiskun&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:KunRiskun (page does not exist)"">Andrey Giljov</a> / CC BY-SA 4.0"
Q253966,Acomys cahirinus,Acomys cahirinus,Cairo spiny mouse,https://en.wikipedia.org/wiki/Cairo_spiny_mouse,,,,,,Least Concern,890,https://upload.wikimedia.org/wikipedia/commons/5/53/Common_spiny_mouse.JPG,https://commons.wikimedia.org/wiki/File%3ACommon_spiny_mouse.JPG,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Mickeysamuni"" title=""User:Mickeysamuni"">Mickey Samuni-Blank</a> / CC BY-SA 3.0"
Q1768756,Thomas's Giant Deer Mouse,Megadontomys thomasi,Thomas's giant deer mouse,https://en.wikipedia.org/wiki/Thomas's_giant_deer_mouse,,,,,,Endangered,45,https://upload.wikimedia.org/wikipedia/commons/7/78/Megadontomys_thomasi.jpg,https://commons.wikimedia.org/wiki/File%3AMegadontomys_thomasi.jpg,CC0,Katie Sayers / CC0
Q853920,Goa,Procapra picticaudata,Goa (antelope),https://en.wikipedia.org/wiki/Goa_(antelope),,,182.625,,,Near Threatened,1560,https://upload.wikimedia.org/wikipedia/commons/7/77/Tibetan_Gazelle_or_Goa_Antelope_from_North_Sikkim_India_16.10.2019.jpg,https://commons.wikimedia.org/wiki/File%3ATibetan_Gazelle_or_Goa_Antelope_from_North_Sikkim_India_16.10.2019.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Dibyendu_Ash"" title=""User:Dibyendu Ash"">Dibyendu Ash</a> / CC BY-SA 4.0"
Q1767355,Smaller horseshoe bat,Rhinolophus megaphyllus,Smaller horseshoe bat,https://en.wikipedia.org/wiki/Smaller_horseshoe_bat,,,,,,Least Concern,75,https://upload.wikimedia.org/wikipedia/commons/5/52/Rhinolophus_megaphyllus.jpg,https://commons.wikimedia.org/wiki/File%3ARhinolophus_megaphyllus.jpg,CC BY 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Gergyl"" title=""User:Gergyl"">Glen Fergus</a> / CC BY 3.0"
Q1763354,Hastings River mouse,Pseudomys oralis,Hastings River mouse,https://en.wikipedia.org/wiki/Hastings_River_mouse,,,,,,Vulnerable,94,https://upload.wikimedia.org/wikipedia/commons/2/23/Hastings_River_Mouse.jpg,https://commons.wikimedia.org/wiki/File%3AHastings_River_Mouse.jpg,CC BY-SA 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/37103729@N02"">Doug Beckers</a> / CC BY-SA 2.0"
Q68678635,Tarsius niemitzi,Tarsius niemitzi,Niemitz's tarsier,https://en.wikipedia.org/wiki/Niemitz's_tarsier,,,,,,Endangered,127,https://upload.wikimedia.org/wikipedia/commons/b/bd/Tarsius_niemitzi.jpg,https://commons.wikimedia.org/wiki/File%3ATarsius_niemitzi.jpg,CC0,James Eaton / CC0
Q649817,Meriones unguiculatus,Meriones unguiculatus,Mongolian gerbil,https://en.wikipedia.org/wiki/Mongolian_gerbil,0.0025,,20.0,5.0,,Least Concern,6639,https://upload.wikimedia.org/wikipedia/commons/9/9c/Meriones_unguiculatus_%28wild%29.jpg,https://commons.wikimedia.org/wiki/File%3AMeriones_unguiculatus_%28wild%29.jpg,Public domain,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/55663585@N00"">Alastair Rae</a> from London, United Kingdom / Public domain"
Q60789225,Spix's white-fronted capuchin,Cebus unicolor,Spix's white-fronted capuchin,https://en.wikipedia.org/wiki/Spix's_white-fronted_capuchin,,,,,,Vulnerable,173,https://upload.wikimedia.org/wikipedia/commons/0/0d/Cebus_unicolor_179341215.jpg,https://commons.wikimedia.org/wiki/File%3ACebus_unicolor_179341215.jpg,CC BY-SA 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/1876348"">Diogo Luiz</a> / CC BY-SA 4.0"
Q1769377,Pseudomys fieldi,Pseudomys fieldi,Pseudomys fieldi,https://en.wikipedia.org/wiki/Pseudomys_fieldi,,,,,,Vulnerable,18,https://upload.wikimedia.org/wikipedia/commons/a/ac/Pseudomys_gouldii_-_Gould.jpg,https://commons.wikimedia.org/wiki/File%3APseudomys_gouldii_-_Gould.jpg,Public domain,"<bdi><a href=""https://en.wikipedia.org/wiki/en:John_Gould"" class=""extiw"" title=""w:en:John Gould""><span title=""English ornithologist (1804–1881)"">John Gould</span></a></bdi> / Public domain"
Q1765852,Merriam's pocket gopher,Cratogeomys merriami,Merriam's pocket gopher,https://en.wikipedia.org/wiki/Merriam's_pocket_gopher,,,,,,Least Concern,83,https://upload.wikimedia.org/wikipedia/commons/2/2f/Cratogeomys_merriami_277936069.png,https://commons.wikimedia.org/wiki/File%3ACratogeomys_merriami_277936069.png,CC BY-SA 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/424368"">Diana Fuentes</a> / CC BY-SA 4.0"
Q208079,Canis adustus,Canis adustus,Canis adustus,https://en.wikipedia.org/wiki/Canis_adustus,,,,,,Least Concern,18,https://upload.wikimedia.org/wikipedia/commons/d/d0/Lupulella_adusta_in_Kalabo_Zambia_01.jpeg,https://commons.wikimedia.org/wiki/File%3ALupulella_adusta_in_Kalabo_Zambia_01.jpeg,CC BY 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/people/michaelbakkerpaiva"">Michael Bakker Paiva</a> / CC BY 4.0"
Q46144,Mustela kathiah,Mustela kathiah,Yellow-bellied weasel,https://en.wikipedia.org/wiki/Yellow-bellied_weasel,,,,,,Least Concern,703,https://upload.wikimedia.org/wikipedia/commons/c/c2/Yellow_bellied_weasel%2C_Shillong%2C_India.jpg,https://commons.wikimedia.org/wiki/File%3AYellow_bellied_weasel%2C_Shillong%2C_India.jpg,CC BY-SA 4.0,"<a href=""https://en.wikipedia.org/wiki/User:Rejaul_karim.rk"" class=""extiw"" title=""w:User:Rejaul karim.rk"">Rejaul karim.rk</a> / CC BY-SA 4.0"
Q1829418,Montane myotis,Myotis oxyotus,Montane myotis,https://en.wikipedia.org/wiki/Montane_myotis,,,,,,Least Concern,36,https://upload.wikimedia.org/wikipedia/commons/5/59/Pipistrellus_flight2.jpg,https://commons.wikimedia.org/wiki/File%3APipistrellus_flight2.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Barracuda1983&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Barracuda1983 (page does not exist)"">Barracuda1983</a> / CC BY-SA 3.0"
Q300946,Pacific white-sided dolphin,Lagenorhynchus obliquidens,Pacific white-sided dolphin,https://en.wikipedia.org/wiki/Pacific_white-sided_dolphin,,,319.59375,,,Least Concern,1746,https://upload.wikimedia.org/wikipedia/commons/f/f1/Pacific_white-sided_dolphins_%28Lagenorhynchus_obliquidens%29_NOAA.jpg,https://commons.wikimedia.org/wiki/File%3APacific_white-sided_dolphins_%28Lagenorhynchus_obliquidens%29_NOAA.jpg,Public domain,NMFS Southwest Fisheries Science Center (NOAA) / Public domain
Q369817,scimitar oryx,Oryx dammah,Scimitar oryx,https://en.wikipedia.org/wiki/Scimitar_oryx,,,251.109375,,,Endangered,4970,https://upload.wikimedia.org/wikipedia/commons/3/3a/Oryx_Dammah.jpg,https://commons.wikimedia.org/wiki/File%3AOryx_Dammah.jpg,CC BY-SA 3.0,"<a href=""https://de.wikipedia.org/wiki/Benutzer:Albinfo"" class=""extiw"" title=""de:Benutzer:Albinfo"">Albinfo</a> / CC BY-SA 3.0"
Q82738,Vulpes lagopus,Vulpes lagopus,Arctic fox,https://en.wikipedia.org/wiki/Arctic_fox,,,52.0,,,Least Concern,37531,https://upload.wikimedia.org/wikipedia/commons/d/dc/Vulpes_lagopus_in_Iceland_%28cropped_3%29.jpg,https://commons.wikimedia.org/wiki/File%3AVulpes_lagopus_in_Iceland_%28cropped_3%29.jpg,CC0,"Jonathen Pie <a rel=""nofollow"" class=""external free"" href=""https://unsplash.com/@r3dmax"">https://unsplash.com/@r3dmax</a> / CC0"
